qseqid;sseqid;pident;length;mismatch;gapopen;qstart;qend;sstart;send;evalue;bitscore
cluster_3153;sp|Q9VUW9|HIP14_DROME;35.000;100;65;0;6138;6437;379;478;1.55e-06;52.0
cluster_3154;sp|Q8WPA2|AR_BOMMO;41.176;34;18;1;986;1087;81;112;7.0;28.9
cluster_3157;sp|P49071|MAPK2_DROME;77.448;337;76;0;176;1186;10;346;0.0;564
cluster_3162;sp|Q95SX7|RTBS_DROME;26.380;163;98;5;6236;5811;613;774;0.12;36.6
cluster_3164;sp|Q9W2S3|BTBD9_DROME;31.441;229;136;5;884;1558;42;253;6.01e-23;104
cluster_3167;sp|P25931|RYAR_DROME;33.918;342;199;8;1321;350;95;427;6.16e-50;181
cluster_3168;sp|Q290N5|PTK7_DROPS;33.136;169;103;7;5773;5285;397;561;1.51e-15;81.6
cluster_3168;sp|Q290N5|PTK7_DROPS;28.800;125;77;5;5671;5318;336;455;7.54e-04;43.1
cluster_3172;sp|Q9V4W1|GLE1_DROME;42.491;273;156;1;2816;1998;406;677;2.00e-67;238
cluster_3174;sp|B5E022|QVR_DROPS;28.302;106;54;5;375;665;37;129;3.6;28.5
cluster_3175;sp|P18173|DHGL_DROME;53.443;610;266;9;83;1912;17;608;0.0;609
cluster_3177;sp|P31007|DLG1_DROME;67.985;784;184;8;874;3072;203;970;0.0;957
cluster_3177;sp|P31007|DLG1_DROME;85.366;82;12;0;328;573;1;82;2.36e-37;152
cluster_3178;sp|Q70UN9|ADH1_CERCO;20.188;213;131;7;1966;1370;48;235;0.015;36.6
cluster_3180;sp|Q25641|CRPI_PERAM;40.401;599;340;8;1942;176;84;675;3.65e-158;471
cluster_3184;sp|B4NWM2|AKTP1_DROYA;32.609;46;31;0;5043;5180;5;50;3.2;30.4
cluster_3185;sp|Q9VIQ0|SNPF_DROME;34.375;64;39;2;1889;2077;191;252;1.2;30.8
cluster_3189;sp|Q9VTU0|KRI1_DROME;50.419;597;279;13;4665;2902;4;592;1.91e-119;395
cluster_3189;sp|Q9VTU0|KRI1_DROME;64.000;25;9;0;2523;2449;829;853;0.005;40.0
cluster_3190;sp|Q9VBP3|TNKS_DROME;33.200;250;141;6;406;1092;521;765;1.30e-13;74.7
cluster_3190;sp|Q9VBP3|TNKS_DROME;36.032;247;134;5;406;1086;58;300;2.34e-12;70.5
cluster_3190;sp|Q9VBP3|TNKS_DROME;35.122;205;119;4;118;732;94;284;6.12e-07;52.8
cluster_3190;sp|Q9VBP3|TNKS_DROME;30.279;251;150;7;406;1095;211;457;4.94e-06;49.7
cluster_3190;sp|Q9VBP3|TNKS_DROME;33.333;201;109;6;394;930;240;437;5.24e-06;49.7
cluster_3190;sp|Q9VBP3|TNKS_DROME;35.664;143;88;3;112;534;641;781;0.002;41.6
cluster_3191;sp|Q9VQ26|RB3GP_DROME;27.350;117;63;6;1192;1506;180;286;1.3;30.8
cluster_3192;sp|P05661|MYSA_DROME;86.902;1901;244;3;401;6100;1;1897;0.0;2933
cluster_3192;sp|P05661|MYSA_DROME;62.963;27;10;0;7287;7367;1936;1962;1.08e-04;46.2
cluster_3193;sp|Q9U1H0|CIC_DROME;37.209;86;51;1;1695;1447;485;570;5.14e-12;68.6
cluster_3194;sp|Q9I7U4|TITIN_DROME;32.673;101;59;5;1745;2038;17849;17943;0.15;35.4
cluster_3195;sp|B4K6T8|DGKH_DROMO;24.038;104;69;4;900;1211;341;434;0.54;33.9
cluster_3197;sp|Q9VCA8|ANKHM_DROME;35.955;89;57;0;2492;2758;623;711;6.64e-08;56.2
cluster_3197;sp|Q9VCA8|ANKHM_DROME;34.694;98;63;1;2492;2782;886;983;5.24e-07;53.5
cluster_3197;sp|Q9VCA8|ANKHM_DROME;32.258;93;63;0;2492;2770;756;848;1.33e-06;52.0
cluster_3197;sp|Q9VCA8|ANKHM_DROME;37.179;78;46;1;2525;2758;604;678;2.13e-05;48.1
cluster_3197;sp|Q9VCA8|ANKHM_DROME;34.737;95;61;1;2474;2758;718;811;4.27e-05;47.0
cluster_3197;sp|Q9VCA8|ANKHM_DROME;33.333;96;59;3;2471;2752;784;876;0.003;40.8
cluster_3197;sp|Q9VCA8|ANKHM_DROME;35.000;60;39;0;2585;2764;2315;2374;0.004;40.8
cluster_3197;sp|Q9VCA8|ANKHM_DROME;30.851;94;61;2;2492;2770;822;912;0.016;38.5
cluster_3197;sp|Q9VCA8|ANKHM_DROME;31.915;94;62;1;2483;2758;2516;2609;0.017;38.5
cluster_3197;sp|Q9VCA8|ANKHM_DROME;29.000;100;67;2;2474;2770;2347;2443;0.036;37.4
cluster_3197;sp|Q9VCA8|ANKHM_DROME;33.803;71;46;1;2555;2764;577;647;0.060;36.6
cluster_3197;sp|Q9VCA8|ANKHM_DROME;27.059;85;62;0;2492;2746;2554;2638;0.15;35.4
cluster_3197;sp|Q9VCA8|ANKHM_DROME;30.769;91;62;1;2513;2782;2324;2414;0.23;34.7
cluster_3197;sp|Q9VCA8|ANKHM_DROME;26.667;90;65;1;2492;2758;689;778;0.70;33.1
cluster_3198;sp|Q8INB9|AKT1_DROME;53.177;299;139;1;775;1671;265;562;4.26e-90;302
cluster_3199;sp|A8DYP0|OBSCN_DROME;27.119;118;69;4;1285;971;503;616;0.64;34.3
cluster_3200;sp|Q16N38|ZFPL1_AEDAE;45.016;311;137;4;140;1072;1;277;1.87e-74;248
cluster_3201;sp|Q9W3F7|MIGA_DROME;55.693;404;150;4;3068;4216;129;524;7.17e-151;466
cluster_3203;sp|P29993|ITPR_DROME;36.842;57;31;2;2050;2214;2495;2548;5.6;29.3
cluster_3204;sp|Q9W5U2|CHI10_DROME;23.824;340;215;13;828;1781;1557;1874;1.27e-14;79.0
cluster_3204;sp|Q9W5U2|CHI10_DROME;26.636;214;139;6;855;1445;377;589;5.06e-13;73.6
cluster_3204;sp|Q9W5U2|CHI10_DROME;25.498;251;137;13;858;1499;1123;1360;6.85e-12;69.7
cluster_3204;sp|Q9W5U2|CHI10_DROME;24.878;205;139;5;828;1397;2056;2260;2.24e-10;64.7
cluster_3204;sp|Q9W5U2|CHI10_DROME;30.769;52;30;1;5712;5867;869;914;0.017;38.9
cluster_3204;sp|Q9W5U2|CHI10_DROME;26.667;75;45;3;1617;1832;869;936;0.13;35.8
cluster_3204;sp|Q9W5U2|CHI10_DROME;23.188;138;82;5;1605;2006;796;913;0.57;33.9
cluster_3204;sp|Q9W5U2|CHI10_DROME;25.455;55;33;2;5703;5867;1826;1872;4.4;30.8
cluster_3205;sp|Q9V8F3|GSKIP_DROME;35.556;90;55;1;208;468;16;105;4.57e-11;58.9
cluster_3208;sp|A1ZBD6|MCTP_DROME;59.783;552;209;6;429;2078;368;908;0.0;616
cluster_3208;sp|A1ZBD6|MCTP_DROME;24.768;323;207;12;504;1442;240;536;8.10e-15;78.6
cluster_3208;sp|A1ZBD6|MCTP_DROME;25.641;117;74;3;891;1235;224;329;0.001;42.4
cluster_3210;sp|Q9VW71|FAT2_DROME;42.424;33;17;1;1494;1592;2417;2447;1.6;31.2
cluster_3211;sp|Q6XIM8|RS15A_DROYA;96.850;127;4;0;481;101;1;127;2.27e-81;255
cluster_3214;sp|Q9V6U9|MECR_DROME;33.333;156;96;4;1683;1219;7;155;4.65e-14;73.6
cluster_3215;sp|Q9NFT7|HXK2_DROME;50.583;429;209;2;476;1753;47;475;4.86e-154;463
cluster_3217;sp|P22978|CG445_DROME;35.106;94;61;0;4174;4455;15;108;3.27e-16;74.7
cluster_3220;sp|Q17LW0|MYO7A_AEDAE;36.763;865;475;17;326;2893;31;832;8.10e-151;514
cluster_3222;sp|Q9VP22|CDK12_DROME;36.538;52;24;2;184;29;436;478;1.4;30.4
cluster_3223;sp|Q9VSL3|SEPIA_DROME;42.083;240;128;3;2207;2914;5;237;5.94e-53;184
cluster_3224;sp|Q9VL59|ZGPAT_DROME;37.209;43;25;1;362;234;44;84;2.2;30.8
cluster_3225;sp|Q27597|NCPR_DROME;51.613;31;14;1;6404;6312;450;479;7.7;30.0
cluster_3227;sp|Q9VLT5|POE_DROME;30.612;49;34;0;2949;3095;1593;1641;0.81;33.5
cluster_3228;sp|A1ZAI5|FACR1_DROME;57.838;370;156;0;3307;2198;256;625;3.81e-149;458
cluster_3229;sp|P54353|DOD_DROME;46.667;30;16;0;1581;1492;8;37;2.2;30.0
cluster_3230;sp|Q7PK92|DAAF1_ANOGA;33.962;159;85;5;4805;4353;48;194;7.88e-11;65.5
cluster_3231;sp|Q75NA5|GBRB_MUSDO;36.340;377;212;9;189;1265;15;381;3.46e-67;236
cluster_3233;sp|Q7JQ07|MOS1T_DROMA;32.000;75;36;2;5104;5325;121;181;1.5;32.0
cluster_3234;sp|Q9VSH3|BI1_DROME;50.000;28;14;0;2488;2405;6;33;3.0;30.0
cluster_3236;sp|Q9VIS1|CDGAP_DROME;23.256;172;112;7;2970;2485;457;618;0.005;39.7
cluster_3237;sp|P08155|KRH1_DROME;41.026;195;113;1;782;204;270;464;3.53e-42;161
cluster_3237;sp|P08155|KRH1_DROME;38.049;205;123;2;710;102;266;468;3.56e-38;149
cluster_3237;sp|P08155|KRH1_DROME;34.263;251;151;5;773;30;196;435;4.55e-34;136
cluster_3237;sp|P08155|KRH1_DROME;39.535;172;102;1;785;276;297;468;1.18e-31;129
cluster_3237;sp|P08155|KRH1_DROME;30.380;237;126;5;1124;444;261;468;9.87e-22;98.2
cluster_3237;sp|P08155|KRH1_DROME;29.787;188;80;3;458;45;188;373;4.87e-19;89.7
cluster_3237;sp|P08155|KRH1_DROME;26.816;179;79;3;431;45;169;345;1.40e-10;62.8
cluster_3238;sp|Q9VYH3|PEPE_DROME;53.138;239;111;1;3022;3738;2;239;1.33e-75;249
cluster_3240;sp|Q9VCX1|RGS_DROME;34.677;124;77;3;1159;1524;824;945;2.16e-13;74.7
cluster_3241;sp|P26686|SRR55_DROME;39.474;76;41;2;5728;5501;121;191;1.71e-07;54.3
cluster_3241;sp|P26686|SRR55_DROME;30.137;73;49;1;4306;4094;114;186;0.010;38.9
cluster_3241;sp|P26686|SRR55_DROME;29.333;75;46;1;5203;4979;2;69;0.49;33.5
cluster_3242;sp|Q9VVR1|NOT_DROME;51.155;563;187;7;3944;2319;1;496;0.0;550
cluster_3243;sp|O46108|LIP3_DROME;47.253;364;191;1;1356;268;27;390;3.21e-113;352
cluster_3244;sp|Q9VFP2|RDX_DROME;45.665;173;94;0;315;833;641;813;1.43e-35;145
cluster_3247;sp|Q7K566|BMCP_DROME;71.947;303;71;5;127;993;1;303;7.46e-144;427
cluster_3252;sp|Q24573|DRI_DROME;34.783;46;30;0;179;316;374;419;1.5;30.4
cluster_3256;sp|P23647|FUSED_DROME;36.986;73;38;2;685;903;279;343;0.081;35.8
cluster_3258;sp|P19538|CI_DROME;90.000;170;17;0;954;1463;445;614;5.20e-105;351
cluster_3258;sp|P19538|CI_DROME;51.079;139;38;6;36;362;106;244;3.76e-23;104
cluster_3259;sp|P21521|SY65_DROME;77.887;407;81;5;3348;2131;62;460;0.0;563
cluster_3262;sp|Q86B79|UNK_DROME;84.043;282;44;1;622;1467;19;299;1.03e-166;516
cluster_3262;sp|Q86B79|UNK_DROME;32.258;279;169;8;2092;2898;329;597;3.14e-21;98.6
cluster_3263;sp|P13054|KNRL_DROME;100.000;15;0;0;3;47;84;98;7.25e-04;42.0
cluster_3263;sp|P13054|KNRL_DROME;42.105;57;23;3;630;779;357;410;0.080;35.0
cluster_3265;sp|B4LNA8|LPHN_DROVI;52.000;25;12;0;2304;2230;969;993;0.11;36.6
cluster_3266;sp|Q9VVE5|MSIR6_DROME;28.916;83;56;2;1052;1297;113;193;0.95;32.3
cluster_3268;sp|Q24256|BARH2_DROME;62.264;53;20;0;2274;2116;385;437;1.79e-11;66.2
cluster_3270;sp|Q04164|SAS_DROME;27.350;117;59;6;204;527;752;851;5.6;29.3
cluster_3272;sp|Q9VNZ8|ALS2_DROME;34.091;44;23;1;1192;1079;888;931;8.4;28.9
cluster_3274;sp|Q29N38|AP2A_DROPS;82.347;946;150;6;4575;1768;1;939;0.0;1594
cluster_3275;sp|Q9VAW5|LARP_DROME;58.768;422;145;8;2760;4004;1088;1487;1.86e-140;482
cluster_3275;sp|Q9VAW5|LARP_DROME;54.400;125;49;5;1734;2087;691;814;5.73e-32;136
cluster_3278;sp|Q9VNS0|MAEL_DROME;32.558;43;28;1;972;847;302;344;2.7;30.8
cluster_3280;sp|Q9VQS5|IFT57_DROME;35.227;352;219;3;1297;2325;29;380;2.51e-61;212
cluster_3281;sp|B0WYR6|WDY_CULQU;36.364;55;33;2;2468;2632;85;137;4.6;30.4
cluster_3282;sp|P37276|DYHC_DROME;23.231;2191;1449;62;14;6208;2522;4605;2.64e-154;533
cluster_3283;sp|Q7K0L4|WDR26_DROME;57.679;560;233;4;7992;6322;46;604;0.0;686
cluster_3284;sp|Q868Z9|PPN_DROME;27.581;678;403;26;4110;2191;2;629;7.65e-42;167
cluster_3284;sp|Q868Z9|PPN_DROME;30.233;387;225;17;3258;2149;342;700;3.42e-19;93.2
cluster_3284;sp|Q868Z9|PPN_DROME;28.333;180;113;7;1230;709;465;634;4.89e-09;59.7
cluster_3284;sp|Q868Z9|PPN_DROME;30.247;162;92;9;1233;772;524;672;1.42e-07;55.1
cluster_3284;sp|Q868Z9|PPN_DROME;35.246;122;66;6;3438;3091;579;693;3.86e-07;53.5
cluster_3284;sp|Q868Z9|PPN_DROME;28.025;157;95;10;1230;787;342;489;2.28e-05;47.8
cluster_3284;sp|Q868Z9|PPN_DROME;21.951;123;87;3;2124;1783;2745;2867;0.004;40.4
cluster_3284;sp|Q868Z9|PPN_DROME;27.835;97;65;2;2040;1762;2638;2733;0.005;40.0
cluster_3284;sp|Q868Z9|PPN_DROME;25.197;127;81;3;2109;1747;2526;2644;0.026;37.7
cluster_3284;sp|Q868Z9|PPN_DROME;31.148;122;73;7;1230;874;580;693;0.15;35.0
cluster_3284;sp|Q868Z9|PPN_DROME;34.426;61;31;4;1233;1051;642;693;2.3;31.2
cluster_3288;sp|Q06003|GOLI_DROME;46.565;262;129;7;2030;1248;141;392;1.76e-56;201
cluster_3289;sp|Q9VR91|HERC2_DROME;26.298;289;162;9;24;857;4131;4379;1.57e-10;63.9
cluster_3289;sp|Q9VR91|HERC2_DROME;26.415;265;165;9;66;857;3081;3316;2.18e-10;63.5
cluster_3289;sp|Q9VR91|HERC2_DROME;24.224;322;172;9;12;908;4178;4450;6.63e-10;62.0
cluster_3289;sp|Q9VR91|HERC2_DROME;24.188;277;164;10;57;857;3024;3264;2.43e-08;57.0
cluster_3289;sp|Q9VR91|HERC2_DROME;38.889;90;52;2;15;278;711;799;9.78e-08;55.1
cluster_3289;sp|Q9VR91|HERC2_DROME;33.708;89;58;1;15;278;3222;3310;5.94e-07;52.4
cluster_3289;sp|Q9VR91|HERC2_DROME;22.400;250;163;5;15;734;659;887;7.16e-07;52.0
cluster_3289;sp|Q9VR91|HERC2_DROME;21.739;230;140;6;15;662;3116;3319;1.53e-06;50.8
cluster_3289;sp|Q9VR91|HERC2_DROME;25.000;132;81;3;561;956;3076;3189;3.67e-06;49.7
cluster_3289;sp|Q9VR91|HERC2_DROME;31.481;108;58;3;540;860;3121;3213;1.23e-05;48.1
cluster_3289;sp|Q9VR91|HERC2_DROME;35.165;91;56;3;9;272;3166;3256;1.35e-05;47.8
cluster_3289;sp|Q9VR91|HERC2_DROME;28.030;132;77;3;561;956;4139;4252;6.40e-05;45.8
cluster_3289;sp|Q9VR91|HERC2_DROME;30.208;96;51;2;573;857;675;755;1.72e-04;44.3
cluster_3289;sp|Q9VR91|HERC2_DROME;21.271;362;221;12;15;1043;4073;4389;3.51e-04;43.1
cluster_3289;sp|Q9VR91|HERC2_DROME;27.368;95;53;2;573;857;623;701;8.29e-04;42.0
cluster_3289;sp|Q9VR91|HERC2_DROME;29.630;81;56;1;15;254;3274;3354;0.002;40.4
cluster_3289;sp|Q9VR91|HERC2_DROME;32.967;91;43;3;561;833;725;797;0.003;40.0
cluster_3292;sp|P35587|HYPA_HYPLI;40.541;37;18;1;2097;1999;7;43;2.1;31.6
cluster_3295;sp|Q05360|WHITE_LUCCU;31.362;558;344;11;402;2018;88;625;1.91e-74;261
cluster_3296;sp|Q9VT04|PATH_DROME;39.234;418;239;7;255;1484;26;436;1.10e-84;281
cluster_3297;sp|A6MHQ4|NKAIN_DROME;63.285;207;69;4;3487;2867;6;205;2.90e-71;250
cluster_3302;sp|Q9NJN8|AMYR_DROBP;23.506;251;139;13;156;827;65;289;2.2;32.3
cluster_3303;sp|P35992|PTP10_DROME;23.777;593;352;27;2218;512;550;1066;1.92e-12;71.2
cluster_3307;sp|P11536|E74EB_DROME;84.247;146;20;3;682;1113;738;882;1.11e-66;242
cluster_3308;sp|Q5BI42|CAHD1_DROME;63.636;22;8;0;406;341;856;877;1.5;31.6
cluster_3309;sp|A0A173GP47|LST_PHOPY;45.296;287;156;1;3564;2704;66;351;6.16e-86;283
cluster_3309;sp|A0A173GP47|LST_PHOPY;39.175;291;161;5;253;1092;66;351;6.22e-64;220
cluster_3312;sp|Q962R2|RS17_SPOFR;37.500;48;26;2;1755;1624;15;62;2.8;28.9
cluster_3313;sp|Q9W596|FUTSC_DROME;42.784;388;129;11;7651;8667;5152;5495;2.75e-66;250
cluster_3314;sp|Q8MT08|DRC4_DROME;30.986;71;38;3;337;549;344;403;1.7;31.6
cluster_3315;sp|Q24179|SLY1_DROME;27.451;51;37;0;1002;850;494;544;9.0;28.1
cluster_3317;sp|Q9VX39|TM41_DROME;28.814;59;42;0;2115;1939;147;205;0.20;33.5
cluster_3318;sp|Q9VCA8|ANKHM_DROME;29.070;258;143;6;70;762;790;1034;4.41e-14;74.7
cluster_3318;sp|Q9VCA8|ANKHM_DROME;26.033;242;158;7;46;762;614;837;2.93e-08;55.5
cluster_3318;sp|Q9VCA8|ANKHM_DROME;24.419;258;157;7;10;741;2294;2527;6.07e-06;48.1
cluster_3318;sp|Q9VCA8|ANKHM_DROME;24.138;232;155;6;151;837;2411;2624;3.10e-05;45.8
cluster_3318;sp|Q9VCA8|ANKHM_DROME;27.168;173;116;4;484;987;2339;2506;4.95e-05;45.1
cluster_3318;sp|Q9VCA8|ANKHM_DROME;25.758;198;119;6;100;678;535;709;7.64e-05;44.7
cluster_3318;sp|Q9VCA8|ANKHM_DROME;24.219;128;93;1;331;714;2259;2382;0.078;34.7
cluster_3318;sp|Q9VCA8|ANKHM_DROME;24.545;110;82;1;559;888;604;712;0.14;33.9
cluster_3319;sp|Q5EAK6|ATM_DROME;31.229;1204;704;27;3667;185;1645;2767;8.69e-161;553
cluster_3319;sp|Q5EAK6|ATM_DROME;19.016;305;220;8;6286;5381;858;1138;0.26;35.0
cluster_3321;sp|Q9V410|LZTR1_DROME;28.854;253;138;13;340;1023;228;463;2.02e-17;86.7
cluster_3321;sp|Q9V410|LZTR1_DROME;27.451;255;160;10;271;975;305;554;1.05e-16;84.3
cluster_3321;sp|Q9V410|LZTR1_DROME;34.545;110;63;4;724;1029;252;360;8.53e-08;55.1
cluster_3322;sp|Q294B9|SUV39_DROPS;31.429;35;24;0;1482;1378;370;404;4.7;29.6
cluster_3323;sp|Q9XYM0|CRK_DROME;70.385;260;73;2;479;1255;3;259;9.15e-121;380
cluster_3324;sp|Q9VZX1|SPZ5_DROME;55.556;99;41;1;1440;1144;292;387;8.03e-32;126
cluster_3324;sp|Q9VZX1|SPZ5_DROME;53.521;71;28;2;2067;1861;32;99;1.15e-16;81.3
cluster_3325;sp|Q9W3D3|CRAG_DROME;24.740;384;232;14;328;1347;301;671;4.54e-20;95.5
cluster_3327;sp|Q01158|LUCI_AQULA;21.569;51;39;1;1090;1242;380;429;4.1;30.4
cluster_3329;sp|P23645|BIB_DROME;49.333;450;182;13;2167;896;8;437;5.44e-89;295
cluster_3330;sp|P0CH87|PA1_VESCR;27.888;251;156;7;214;921;1;241;1.19e-19;89.7
cluster_3331;sp|Q8MX88|CRM_DROSE;38.267;277;153;5;1239;2021;114;388;1.55e-59;218
cluster_3332;sp|Q08875|SUHW_DROAN;39.535;43;20;2;821;693;561;597;4.2;30.4
cluster_3333;sp|Q9VCR7|CTNS_DROME;59.283;307;124;1;2799;1882;57;363;2.23e-122;379
cluster_3334;sp|O16168|EST5A_DROMI;26.230;122;70;5;2807;2469;180;290;0.29;33.5
cluster_3335;sp|Q9VX88|WAC_DROME;51.613;93;45;0;2416;2138;735;827;4.78e-24;108
cluster_3335;sp|Q9VX88|WAC_DROME;38.037;163;30;7;3799;3500;123;277;1.80e-18;90.1
cluster_3335;sp|Q9VX88|WAC_DROME;81.818;22;4;0;4015;3950;1;22;2.07e-05;47.4
cluster_3336;sp|Q9W0P5|GALE_DROME;55.394;343;152;1;229;1254;5;347;4.09e-127;392
cluster_3337;sp|Q9VAU9|ZN330_DROME;82.158;241;41;1;958;236;1;239;3.95e-143;420
cluster_3338;sp|P42787|CBPD_DROME;42.641;1189;619;20;143;3568;25;1197;0.0;950
cluster_3338;sp|P42787|CBPD_DROME;26.644;1171;692;34;1430;4591;45;1165;2.77e-103;363
cluster_3338;sp|P42787|CBPD_DROME;25.954;393;253;11;3515;4642;21;392;5.14e-27;119
cluster_3338;sp|P42787|CBPD_DROME;28.313;166;107;6;4466;4945;1222;1381;3.87e-09;60.8
cluster_3338;sp|P42787|CBPD_DROME;30.000;70;47;1;2297;2506;1224;1291;0.23;35.0
cluster_3338;sp|P42787|CBPD_DROME;34.615;52;33;1;3350;3502;1224;1275;0.90;33.1
cluster_3339;sp|P08970|SUHW_DROME;31.481;54;37;0;557;396;753;806;0.32;33.9
cluster_3341;sp|Q9VQH2|DUOX_DROME;46.154;26;14;0;388;311;649;674;8.2;29.3
cluster_3342;sp|Q16FL6|EIF3L_AEDAE;62.613;551;187;7;2723;4360;1;537;0.0;669
cluster_3343;sp|Q9VJB6|CADN2_DROME;31.250;48;24;1;1678;1535;791;829;6.9;28.5
cluster_3346;sp|O76879|CCCP_DROME;24.390;205;150;4;274;873;56;260;2.52e-12;66.2
cluster_3347;sp|Q9VM92|TTL3B_DROME;31.897;232;143;7;731;1384;401;631;6.18e-25;109
cluster_3349;sp|B4L2J8|NCBP1_DROMO;36.735;49;31;0;1720;1866;41;89;3.3;30.4
cluster_3350;sp|Q29HZ1|LANC3_DROPS;43.735;423;220;8;1489;257;3;419;3.38e-98;322
cluster_3352;sp|Q16RF5|QTRT2_AEDAE;33.333;69;37;5;2617;2423;41;104;2.3;30.4
cluster_3353;sp|O97159|CHDM_DROME;37.383;107;53;3;2207;2500;380;481;2.99e-17;86.3
cluster_3354;sp|Q9Y115|UN93L_DROME;69.892;465;125;4;3531;2149;3;456;0.0;606
cluster_3355;sp|O46072|KZ_DROME;31.148;61;41;1;896;714;105;164;1.3;30.8
cluster_3356;sp|P48994|TRPL_DROME;31.884;69;45;1;850;1056;331;397;2.1;29.3
cluster_3358;sp|Q1HPW4|EIF3I_BOMMO;36.250;80;32;5;1525;1319;27;98;4.6;29.6
cluster_3361;sp|P48613|TIPE_DROME;53.595;306;89;7;4782;4024;12;317;3.47e-83;280
cluster_3361;sp|P48613|TIPE_DROME;60.000;55;21;1;3945;3784;398;452;1.05e-10;64.3
cluster_3362;sp|Q9VD09|PINTA_DROME;27.823;248;172;4;309;1049;26;267;2.30e-20;90.9
cluster_3363;sp|B4LDJ6|PLK4_DROVI;30.357;280;179;7;4186;3362;11;279;3.78e-30;127
cluster_3364;sp|P29503|NEUR_DROME;20.971;453;265;16;43;1254;107;515;5.45e-09;59.7
cluster_3364;sp|P29503|NEUR_DROME;26.590;173;106;6;766;1275;105;259;8.45e-08;55.8
cluster_3364;sp|P29503|NEUR_DROME;28.070;171;97;7;2002;2493;107;258;1.15e-06;52.4
cluster_3364;sp|P29503|NEUR_DROME;34.328;67;40;2;2653;2847;108;172;6.15e-05;46.6
cluster_3364;sp|P29503|NEUR_DROME;23.711;194;122;8;1348;1908;94;268;1.05e-04;45.8
cluster_3364;sp|P29503|NEUR_DROME;23.636;165;105;5;28;504;364;513;0.010;39.3
cluster_3364;sp|P29503|NEUR_DROME;31.944;72;47;1;2008;2223;371;440;0.011;39.3
cluster_3364;sp|P29503|NEUR_DROME;31.646;79;51;2;1393;1629;371;446;0.012;39.3
cluster_3365;sp|Q9XZU1|XPO2_DROME;19.880;332;220;12;3763;2873;1;321;7.44e-08;55.8
cluster_3366;sp|P05552|ADF1_DROME;26.136;88;53;1;106;369;25;100;2.81e-05;45.4
cluster_3368;sp|Q9VDT6|MRM2_DROME;60.748;214;82;2;217;858;34;245;5.13e-85;264
cluster_3369;sp|Q95NT6|MTH2_DROYA;31.522;276;168;9;1653;2462;212;472;1.84e-23;105
cluster_3374;sp|P13217|PIPA_DROME;40.741;135;72;6;3174;2785;670;801;1.73e-20;96.3
cluster_3377;sp|P20483|MPIP_DROME;38.776;49;29;1;715;569;75;122;2.3;30.0
cluster_3381;sp|P22815|BOSS_DROME;32.692;52;34;1;3133;3285;122;173;6.9;30.0
cluster_3382;sp|P47825|TAF4_DROME;69.758;248;70;3;2616;1873;671;913;5.18e-85;298
cluster_3382;sp|P47825|TAF4_DROME;46.429;280;90;11;3423;2677;293;543;4.50e-49;189
cluster_3383;sp|B4JLC3|ENY2_DROGR;50.000;20;10;0;1578;1637;18;37;3.8;28.5
cluster_3384;sp|Q9W0T1|NU301_DROME;52.063;509;223;5;449;1948;1;497;3.25e-147;515
cluster_3384;sp|Q9W0T1|NU301_DROME;47.913;503;174;9;7864;9336;2242;2668;2.21e-132;467
cluster_3384;sp|Q9W0T1|NU301_DROME;57.143;189;70;3;5072;5608;1213;1400;2.78e-102;214
cluster_3384;sp|Q9W0T1|NU301_DROME;42.086;278;98;8;5623;6420;1399;1625;2.78e-102;178
cluster_3384;sp|Q9W0T1|NU301_DROME;39.062;576;258;14;2483;4186;517;1007;1.53e-83;306
cluster_3384;sp|Q9W0T1|NU301_DROME;75.714;70;17;0;7294;7503;2062;2131;1.21e-15;83.2
cluster_3384;sp|Q9W0T1|NU301_DROME;51.111;45;22;0;6760;6894;1911;1955;9.66e-05;47.0
cluster_3386;sp|P16425|Y2R2_DROME;37.500;32;20;0;2561;2656;927;958;3.8;29.3
cluster_3386;sp|P16425|Y2R2_DROME;31.429;35;20;1;2434;2538;883;913;3.8;19.6
cluster_3389;sp|Q16HH9|MED23_AEDAE;32.500;40;27;0;1564;1445;1294;1333;0.88;31.6
cluster_3390;sp|A1Z7T0|PKN_DROME;84.254;362;52;3;5098;6168;828;1189;0.0;628
cluster_3390;sp|A1Z7T0|PKN_DROME;58.657;670;185;15;2989;4782;7;656;8.64e-172;561
cluster_3391;sp|P13678|KPC3_DROME;79.351;339;66;2;4317;3301;402;736;5.20e-157;505
cluster_3391;sp|P13678|KPC3_DROME;69.817;328;87;2;5478;4531;1;328;3.89e-143;464
cluster_3392;sp|Q24400|MLP2_DROME;38.333;60;36;1;61;240;19;77;3.98e-04;42.7
cluster_3392;sp|Q24400|MLP2_DROME;38.095;63;37;2;52;237;329;390;0.001;41.2
cluster_3392;sp|Q24400|MLP2_DROME;26.829;123;72;5;52;414;226;332;0.017;37.7
cluster_3392;sp|Q24400|MLP2_DROME;34.783;69;43;2;61;264;428;495;0.048;36.2
cluster_3392;sp|Q24400|MLP2_DROME;37.288;59;33;3;52;222;124;180;0.20;34.3
cluster_3394;sp|Q9W4K2|Y3556_DROME;42.677;396;189;6;3369;2224;224;595;2.40e-74;257
cluster_3395;sp|P85799|PROH2_APIME;36.538;52;24;3;1769;1900;266;316;2.7;30.0
cluster_3396;sp|Q7KN90|SYCC_DROME;31.111;45;31;0;621;487;93;137;3.8;28.5
